,date,lme_copper_cash,lme_copper_three_month,lme_copper_stock
1355,01. December 2016,"5,773.00","5,775.00","236,675"
1356,30. November 2016,"5,740.00","5,755.00","234,825"
1357,29. November 2016,"5,778.00","5,790.00","235,475"
1358,28. November 2016,"5,935.50","5,950.00","234,250"
1359,25. November 2016,"5,822.50","5,838.00","237,200"
1360,24. November 2016,"5,834.50","5,848.00","235,875"
1361,23. November 2016,"5,564.00","5,590.00","239,400"
1362,22. November 2016,"5,618.00","5,634.00","242,275"
1363,21. November 2016,"5,535.50","5,555.00","247,075"
1364,18. November 2016,"5,446.00","5,460.00","253,700"
1365,17. November 2016,"5,426.00","5,435.50","257,875"
1366,16. November 2016,"5,459.00","5,462.00","255,600"
1367,15. November 2016,"5,448.00","5,441.00","262,050"
1368,14. November 2016,"5,620.00","5,628.00","266,150"
1369,11. November 2016,"5,900.00","5,910.00","270,850"
1370,10. November 2016,"5,619.00","5,635.00","274,950"
1371,09. November 2016,"5,335.00","5,352.00","282,600"
1372,08. November 2016,"5,044.00","5,064.50","291,625"
1373,07. November 2016,"5,032.00","5,042.00","298,400"
1374,04. November 2016,"4,943.00","4,958.00","305,000"
1375,03. November 2016,"4,918.00","4,927.50","310,600"
1376,02. November 2016,"4,871.00","4,889.00","319,000"
1377,01. November 2016,"4,862.50","4,878.00","319,475"
1378,31. October 2016,"4,827.50","4,842.00","320,825"
1379,28. October 2016,"4,787.00","4,798.00","326,400"
1380,27. October 2016,"4,774.00","4,783.00","331,450"
1381,26. October 2016,"4,717.50","4,726.50","336,225"
1382,25. October 2016,"4,720.00","4,733.00","338,800"
1383,24. October 2016,"4,620.50","4,640.50","339,950"
1384,21. October 2016,"4,637.00","4,657.00","346,775"
1385,20. October 2016,"4,633.50","4,653.50","348,575"
1386,19. October 2016,"4,642.50","4,664.00","350,625"
1387,18. October 2016,"4,665.50","4,685.00","348,000"
1388,17. October 2016,"4,671.50","4,694.00","345,800"
1389,14. October 2016,"4,672.50","4,692.00","349,075"
1390,13. October 2016,"4,754.50","4,776.00","346,150"
1391,12. October 2016,"4,805.00","4,830.00","347,850"
1392,11. October 2016,"4,801.50","4,821.50","349,350"
1393,10. October 2016,"4,786.00","4,810.00","350,675"
1394,07. October 2016,"4,742.00","4,760.50","355,300"
1395,06. October 2016,"4,742.00","4,763.00","359,725"
1396,05. October 2016,"4,777.50","4,805.00","365,050"
1397,04. October 2016,"4,790.50","4,810.00","368,525"
1398,03. October 2016,"4,807.00","4,829.00","371,775"
1399,30. September 2016,"4,832.00","4,847.00","372,225"
1400,29. September 2016,"4,816.50","4,832.00","379,175"
1401,28. September 2016,"4,807.50","4,822.50","369,075"
1402,27. September 2016,"4,775.00","4,796.00","371,475"
1403,26. September 2016,"4,794.00","4,818.00","364,125"
1404,23. September 2016,"4,815.00","4,840.00","356,875"
1405,22. September 2016,"4,815.50","4,832.50","346,050"
1406,21. September 2016,"4,733.00","4,759.00","347,800"
1407,20. September 2016,"4,732.50","4,759.00","347,950"
1408,19. September 2016,"4,731.50","4,755.00","349,625"
1409,16. September 2016,"4,733.50","4,752.00","349,000"
1410,15. September 2016,"4,727.00","4,744.00","349,225"
1411,14. September 2016,"4,694.50","4,713.00","351,500"
1412,13. September 2016,"4,641.50","4,664.00","353,375"
1413,12. September 2016,"4,573.00","4,595.00","354,200"
1414,09. September 2016,"4,622.50","4,643.00","350,600"
1415,08. September 2016,"4,617.50","4,636.00","338,225"
1416,07. September 2016,"4,643.00","4,661.00","339,600"
1417,06. September 2016,"4,623.00","4,639.50","334,975"
1418,05. September 2016,"4,603.00","4,615.00","328,525"
1419,02. September 2016,"4,607.00","4,615.50","318,500"
1420,01. September 2016,"4,620.00","4,635.00","304,775"
1421,31. August 2016,"4,602.50","4,620.00","293,525"
1422,30. August 2016,"4,609.00","4,625.50","283,225"
1423,26. August 2016,"4,622.00","4,640.00","271,575"
1424,25. August 2016,"4,639.50","4,649.00","263,875"
1425,24. August 2016,"4,658.50","4,674.00","254,700"
1426,23. August 2016,"4,719.00","4,738.00","240,075"
1427,22. August 2016,"4,732.00","4,747.50","229,375"
1428,19. August 2016,"4,774.00","4,788.00","210,625"
1429,18. August 2016,"4,802.50","4,818.50","213,425"
1430,17. August 2016,"4,755.50","4,772.00","213,300"
1431,16. August 2016,"4,798.00","4,808.50","205,375"
1432,15. August 2016,"4,746.00","4,761.50","207,150"
1433,12. August 2016,"4,746.00","4,761.00","202,375"
1434,11. August 2016,"4,810.00","4,816.00","203,925"
1435,10. August 2016,"4,874.50","4,879.00","204,825"
1436,09. August 2016,"4,779.00","4,786.50","205,350"
1437,08. August 2016,"4,796.00","4,810.00","205,025"
1438,05. August 2016,"4,792.50","4,810.50","206,650"
1439,04. August 2016,"4,787.00","4,808.00","209,300"
1440,03. August 2016,"4,844.50","4,858.00","207,350"
1441,02. August 2016,"4,885.50","4,898.50","209,650"
1442,01. August 2016,"4,907.00","4,924.00","210,075"
1443,29. July 2016,"4,853.00","4,865.00","209,450"
1444,28. July 2016,"4,862.00","4,876.00","208,725"
1445,27. July 2016,"4,869.50","4,882.00","214,425"
1446,26. July 2016,"4,862.00","4,875.00","213,725"
1447,25. July 2016,"4,920.00","4,932.00","221,350"
1448,22. July 2016,"4,956.00","4,966.00","222,725"
1449,21. July 2016,"4,953.50","4,967.00","228,400"
1450,20. July 2016,"4,900.50","4,917.00","228,000"
1451,19. July 2016,"4,938.00","4,959.00","226,300"
1452,18. July 2016,"4,839.00","4,855.00","229,425"
1453,15. July 2016,"4,945.50","4,966.50","231,275"
1454,14. July 2016,"4,911.50","4,933.50","234,925"
1455,13. July 2016,"4,918.50","4,940.00","233,050"
1456,12. July 2016,"4,811.50","4,835.00","234,750"
1457,11. July 2016,"4,746.00","4,762.00","222,600"
1458,08. July 2016,"4,710.00","4,720.00","223,225"
1459,07. July 2016,"4,725.00","4,742.00","220,725"
1460,06. July 2016,"4,706.00","4,728.00","222,550"
1461,05. July 2016,"4,840.50","4,862.00","198,925"
1462,04. July 2016,"4,920.00","4,928.00","188,400"
1463,01. July 2016,"4,783.50","4,800.00","189,125"
1464,30. June 2016,"4,827.00","4,835.00","191,525"
1465,29. June 2016,"4,780.00","4,785.50","194,200"
1466,28. June 2016,"4,777.50","4,785.00","192,950"
1467,27. June 2016,"4,692.00","4,705.00","191,700"
1468,24. June 2016,"4,663.00","4,670.50","192,375"
1469,23. June 2016,"4,747.00","4,752.00","194,375"
1470,22. June 2016,"4,687.50","4,700.00","190,700"
1471,21. June 2016,"4,587.00","4,597.00","192,175"
1472,20. June 2016,"4,585.00","4,595.00","194,025"
1473,17. June 2016,"4,521.50","4,535.00","195,925"
1474,16. June 2016,"4,524.50","4,537.00","199,025"
1475,15. June 2016,"4,632.00","4,644.00","202,150"
1476,14. June 2016,"4,510.50","4,530.00","203,275"
1477,13. June 2016,"4,515.00","4,528.00","207,625"
1478,10. June 2016,"4,504.00","4,519.00","210,675"
1479,09. June 2016,"4,546.00","4,563.00","213,225"
1480,08. June 2016,"4,590.50","4,605.00","207,300"
1481,07. June 2016,"4,589.00","4,595.00","196,225"
1482,06. June 2016,"4,706.00","4,705.50","174,400"
1483,03. June 2016,"4,688.00","4,680.00","153,675"
1484,02. June 2016,"4,600.00","4,585.50","153,525"
1485,01. June 2016,"4,601.00","4,586.00","154,350"
1486,31. May 2016,"4,700.00","4,675.00","151,725"
1487,27. May 2016,"4,725.50","4,705.00","153,750"
1488,26. May 2016,"4,705.50","4,687.00","155,975"
1489,25. May 2016,"4,636.00","4,620.00","155,250"
1490,24. May 2016,"4,637.00","4,610.00","157,250"
1491,23. May 2016,"4,572.00","4,562.00","155,000"
1492,20. May 2016,"4,630.50","4,623.00","155,725"
1493,19. May 2016,"4,596.00","4,583.00","158,600"
1494,18. May 2016,"4,600.50","4,590.00","156,850"
1495,17. May 2016,"4,634.00","4,629.00","156,750"
1496,16. May 2016,"4,640.50","4,634.00","159,025"
1497,13. May 2016,"4,660.00","4,654.50","156,675"
1498,12. May 2016,"4,744.00","4,735.00","160,000"
1499,11. May 2016,"4,748.00","4,735.50","161,625"
1500,10. May 2016,"4,710.00","4,700.00","160,900"
1501,09. May 2016,"4,739.50","4,727.00","159,600"
1502,06. May 2016,"4,810.00","4,794.00","159,025"
1503,05. May 2016,"4,826.00","4,797.00","156,725"
1504,04. May 2016,"4,892.00","4,885.00","156,500"
1505,03. May 2016,"4,960.00","4,954.00","154,675"
1506,29. April 2016,"5,045.00","5,034.00","149,500"
1507,28. April 2016,"4,912.50","4,892.50","150,725"
1508,27. April 2016,"4,932.00","4,922.00","152,200"
1509,26. April 2016,"4,935.50","4,927.00","152,475"
1510,25. April 2016,"5,000.50","4,991.00","152,400"
1511,22. April 2016,"5,015.50","5,005.50","147,800"
1512,21. April 2016,"5,025.50","5,015.00","146,275"
1513,20. April 2016,"4,938.50","4,930.00","146,200"
1514,19. April 2016,"4,812.00","4,803.00","144,700"
1515,18. April 2016,"4,798.00","4,778.00","147,275"
1516,15. April 2016,"4,813.50","4,787.00","147,975"
1517,14. April 2016,"4,830.50","4,815.00","146,500"
1518,13. April 2016,"4,838.00","4,820.00","146,475"
1519,12. April 2016,"4,715.50","4,700.00","146,450"
1520,11. April 2016,"4,645.00","4,641.00","147,350"
1521,08. April 2016,"4,654.00","4,635.50","145,675"
1522,07. April 2016,"4,715.00","4,700.00","145,000"
1523,06. April 2016,"4,775.00","4,755.50","141,075"
1524,05. April 2016,"4,776.00","4,763.00","141,425"
1525,04. April 2016,"4,816.00","4,805.00","143,475"
1526,01. April 2016,"4,880.00","4,857.00","143,400"
1527,31. March 2016,"4,855.50","4,820.50","144,750"
1528,30. March 2016,"4,940.00","4,909.00","145,450"
1529,29. March 2016,"4,939.50","4,915.00","149,125"
1530,24. March 2016,"4,931.00","4,915.00","151,375"
1531,23. March 2016,"5,060.50","5,043.00","150,675"
1532,22. March 2016,"5,070.00","5,042.00","151,975"
1533,21. March 2016,"5,079.50","5,058.00","155,275"
1534,18. March 2016,"5,103.00","5,070.50","158,275"
1535,17. March 2016,"5,029.00","5,015.50","160,925"
1536,16. March 2016,"4,945.00","4,935.50","167,025"
1537,15. March 2016,"4,920.00","4,903.00","170,075"
1538,14. March 2016,"4,994.00","4,975.00","174,175"
1539,11. March 2016,"4,941.00","4,932.00","175,975"
1540,10. March 2016,"4,920.50","4,911.00","178,575"
1541,09. March 2016,"4,935.50","4,921.00","181,975"
1542,08. March 2016,"4,980.50","4,975.00","184,850"
1543,07. March 2016,"5,000.00","4,989.50","185,225"
1544,04. March 2016,"4,918.00","4,910.00","186,700"
1545,03. March 2016,"4,830.00","4,825.00","187,725"
1546,02. March 2016,"4,780.00","4,768.00","190,750"
1547,01. March 2016,"4,726.00","4,716.50","193,475"
1548,29. February 2016,"4,705.00","4,691.00","195,625"
1549,26. February 2016,"4,681.00","4,681.00","197,225"
1550,25. February 2016,"4,655.00","4,647.00","199,250"
1551,24. February 2016,"4,585.50","4,590.00","202,450"
1552,23. February 2016,"4,663.50","4,669.00","203,700"
1553,22. February 2016,"4,696.00","4,690.00","205,500"
1554,19. February 2016,"4,590.00","4,590.50","208,525"
1555,18. February 2016,"4,577.00","4,575.00","209,950"
1556,17. February 2016,"4,562.00","4,564.00","209,875"
1557,16. February 2016,"4,583.50","4,580.50","214,300"
1558,15. February 2016,"4,562.00","4,557.50","218,300"
1559,12. February 2016,"4,488.50","4,487.00","220,225"
1560,11. February 2016,"4,474.00","4,466.00","224,750"
1561,10. February 2016,"4,507.00","4,504.00","227,300"
1562,09. February 2016,"4,530.50","4,526.00","228,125"
1563,08. February 2016,"4,572.50","4,577.00","227,100"
1564,05. February 2016,"4,669.00","4,668.00","228,650"
1565,04. February 2016,"4,685.00","4,681.00","232,700"
1566,03. February 2016,"4,578.50","4,580.50","235,400"
1567,02. February 2016,"4,605.50","4,601.00","239,025"
1568,01. February 2016,"4,534.00","4,525.00","239,400"
1569,29. January 2016,"4,541.50","4,535.50","242,375"
1570,28. January 2016,"4,553.50","4,545.00","241,250"
1571,27. January 2016,"4,507.50","4,510.00","240,325"
1572,26. January 2016,"4,501.00","4,501.00","237,375"
1573,25. January 2016,"4,454.00","4,455.00","238,825"
1574,22. January 2016,"4,468.00","4,456.50","237,350"
1575,21. January 2016,"4,376.00","4,379.00","238,125"
1576,20. January 2016,"4,347.00","4,352.00","235,300"
1577,19. January 2016,"4,440.50","4,436.00","236,125"
1578,18. January 2016,"4,360.00","4,360.00","233,550"
1579,15. January 2016,"4,310.50","4,320.50","234,175"
1580,14. January 2016,"4,365.50","4,368.00","233,400"
1581,13. January 2016,"4,380.00","4,377.00","235,525"
1582,12. January 2016,"4,355.00","4,368.00","236,725"
1583,11. January 2016,"4,402.50","4,406.00","238,625"
1584,08. January 2016,"4,486.50","4,489.00","236,650"
1585,07. January 2016,"4,514.00","4,508.00","238,000"
1586,06. January 2016,"4,600.00","4,601.00","235,850"
1587,05. January 2016,"4,647.00","4,647.50","235,225"
1588,04. January 2016,"4,645.00","4,640.00","235,800"
1589,31. December 2015,"4,702.00","4,701.00","236,225"
1590,30. December 2015,"4,715.00","4,720.00","236,975"
1591,29. December 2015,"4,685.00","4,687.00","237,075"
1592,24. December 2015,"4,665.50","4,676.00","235,200"
1593,23. December 2015,"4,680.00","4,685.00","233,675"
1594,22. December 2015,"4,672.50","4,690.50","232,350"
1595,21. December 2015,"4,691.00","4,702.00","232,175"
1596,18. December 2015,"4,650.00","4,654.00","231,825"
1597,17. December 2015,"4,550.00","4,555.00","231,475"
1598,16. December 2015,"4,583.00","4,588.00","231,775"
1599,15. December 2015,"4,586.00","4,600.50","232,650"
1600,14. December 2015,"4,640.00","4,640.00","232,200"
1601,11. December 2015,"4,667.00","4,669.00","232,675"
1602,10. December 2015,"4,572.00","4,570.00","231,925"
1603,09. December 2015,"4,620.00","4,613.00","232,700"
1604,08. December 2015,"4,567.50","4,567.00","235,725"
1605,07. December 2015,"4,592.50","4,598.00","235,750"
1606,04. December 2015,"4,637.00","4,637.00","237,625"
1607,03. December 2015,"4,525.00","4,517.00","239,250"
1608,02. December 2015,"4,589.00","4,582.00","239,200"
1609,01. December 2015,"4,619.00","4,608.50","243,025"
1610,30. November 2015,"4,595.50","4,589.00","244,375"
1611,27. November 2015,"4,636.00","4,620.50","243,350"
1612,26. November 2015,"4,667.00","4,650.00","244,800"
1613,25. November 2015,"4,541.00","4,529.00","247,925"
1614,24. November 2015,"4,527.00","4,512.00","250,675"
1615,23. November 2015,"4,515.50","4,500.00","251,125"
1616,20. November 2015,"4,690.00","4,655.00","252,325"
1617,19. November 2015,"4,610.00","4,600.00","255,050"
1618,18. November 2015,"4,669.00","4,660.00","255,275"
1619,17. November 2015,"4,700.00","4,687.00","258,500"
1620,16. November 2015,"4,765.00","4,765.00","262,250"
1621,13. November 2015,"4,825.00","4,810.00","258,700"
1622,12. November 2015,"4,872.50","4,860.00","261,025"
1623,11. November 2015,"4,931.00","4,912.00","256,275"
1624,10. November 2015,"4,933.50","4,925.00","258,625"
1625,09. November 2015,"4,990.00","4,980.00","261,125"
1626,06. November 2015,"5,000.00","4,995.00","266,100"
1627,05. November 2015,"5,053.00","5,040.00","269,525"
1628,04. November 2015,"5,165.50","5,157.00","263,125"
1629,03. November 2015,"5,149.00","5,127.50","266,225"
1630,02. November 2015,"5,137.50","5,115.00","267,850"
1631,30. October 2015,"5,135.50","5,116.00","267,775"
1632,29. October 2015,"5,161.00","5,155.00","270,200"
1633,28. October 2015,"5,179.00","5,167.00","273,350"
1634,27. October 2015,"5,219.50","5,216.00","274,075"
1635,26. October 2015,"5,233.00","5,221.00","277,950"
1636,23. October 2015,"5,295.00","5,285.50","277,600"
1637,22. October 2015,"5,274.00","5,268.00","280,275"
1638,21. October 2015,"5,185.50","5,182.00","284,050"
1639,20. October 2015,"5,189.00","5,182.00","289,075"
1640,19. October 2015,"5,240.00","5,231.00","293,575"
1641,16. October 2015,"5,270.00","5,260.00","292,950"
1642,15. October 2015,"5,344.00","5,326.00","293,650"
1643,14. October 2015,"5,278.00","5,252.00","297,175"
1644,13. October 2015,"5,260.50","5,252.50","300,600"
1645,12. October 2015,"5,335.00","5,324.00","303,200"
1646,09. October 2015,"5,319.00","5,305.00","305,225"
1647,08. October 2015,"5,160.00","5,149.00","305,475"
1648,07. October 2015,"5,241.00","5,240.00","308,100"
1649,06. October 2015,"5,175.00","5,160.00","312,225"
1650,05. October 2015,"5,144.50","5,134.50","317,600"
1651,02. October 2015,"5,081.00","5,075.50","319,425"
1652,01. October 2015,"5,178.00","5,168.00","320,400"
1653,30. September 2015,"5,093.00","5,071.00","323,800"
1654,29. September 2015,"5,010.00","4,994.50","323,975"
1655,28. September 2015,"4,965.00","4,944.00","324,600"
1656,25. September 2015,"5,098.00","5,071.00","325,275"
1657,24. September 2015,"5,046.00","5,040.00","322,900"
1658,23. September 2015,"5,112.00","5,108.00","327,175"
1659,22. September 2015,"5,131.00","5,126.00","330,100"
1660,21. September 2015,"5,267.00","5,255.00","335,850"
1661,18. September 2015,"5,358.00","5,349.00","335,200"
1662,17. September 2015,"5,369.00","5,362.00","333,050"
1663,16. September 2015,"5,350.00","5,349.00","334,850"
1664,15. September 2015,"5,290.00","5,278.00","337,525"
1665,14. September 2015,"5,324.00","5,305.00","340,875"
1666,11. September 2015,"5,352.00","5,336.00","342,000"
1667,10. September 2015,"5,400.00","5,382.00","344,300"
1668,09. September 2015,"5,366.00","5,354.00","346,850"
1669,08. September 2015,"5,280.00","5,256.00","346,200"
1670,07. September 2015,"5,176.00","5,171.00","352,325"
1671,04. September 2015,"5,155.50","5,150.00","355,850"
1672,03. September 2015,"5,250.00","5,223.50","360,825"
1673,02. September 2015,"5,090.50","5,070.00","362,675"
1674,01. September 2015,"5,095.00","5,084.00","367,650"
1675,28. August 2015,"5,095.00","5,076.00","371,250"
1676,27. August 2015,"5,029.00","4,999.00","370,425"
1677,26. August 2015,"4,959.00","4,931.50","369,025"
1678,25. August 2015,"5,032.00","5,011.00","355,550"
1679,24. August 2015,"4,888.00","4,887.00","356,200"
1680,21. August 2015,"5,046.00","5,040.50","353,825"
1681,20. August 2015,"5,060.50","5,065.00","353,625"
1682,19. August 2015,"5,006.50","5,007.00","354,200"
